,Image,Labels,JSON,Latitud,Longitud,Altitud
18,image-0019.jpg,Senal_Blanca,"[
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.91434,
    ""box"": {
      ""x1"": 2006.10022,
      ""y1"": 1131.87061,
      ""x2"": 2116.02026,
      ""y2"": 1190.53027
    }
  },
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.73567,
    ""box"": {
      ""x1"": 1692.98804,
      ""y1"": 968.84277,
      ""x2"": 1813.37549,
      ""y2"": 1027.07361
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.6535,
    ""box"": {
      ""x1"": 1979.08997,
      ""y1"": 1027.0885,
      ""x2"": 2002.49597,
      ""y2"": 1061.55151
    }
  }
]",4.8464172200088536,-74.26749621998616,2618.552
19,image-0019.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.91434,
    ""box"": {
      ""x1"": 2006.10022,
      ""y1"": 1131.87061,
      ""x2"": 2116.02026,
      ""y2"": 1190.53027
    }
  },
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.73567,
    ""box"": {
      ""x1"": 1692.98804,
      ""y1"": 968.84277,
      ""x2"": 1813.37549,
      ""y2"": 1027.07361
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.6535,
    ""box"": {
      ""x1"": 1979.08997,
      ""y1"": 1027.0885,
      ""x2"": 2002.49597,
      ""y2"": 1061.55151
    }
  }
]",4.8464172200088536,-74.26749621998616,2618.552
20,image-0019.jpg,Senal_Horizontal,"[
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.91434,
    ""box"": {
      ""x1"": 2006.10022,
      ""y1"": 1131.87061,
      ""x2"": 2116.02026,
      ""y2"": 1190.53027
    }
  },
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.73567,
    ""box"": {
      ""x1"": 1692.98804,
      ""y1"": 968.84277,
      ""x2"": 1813.37549,
      ""y2"": 1027.07361
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.6535,
    ""box"": {
      ""x1"": 1979.08997,
      ""y1"": 1027.0885,
      ""x2"": 2002.49597,
      ""y2"": 1061.55151
    }
  }
]",4.8464172200088536,-74.26749621998616,2618.552
21,image-0020.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.59179,
    ""box"": {
      ""x1"": 1935.6134,
      ""y1"": 1021.07208,
      ""x2"": 1962.81775,
      ""y2"": 1060.52173
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.43388,
    ""box"": {
      ""x1"": 1934.93738,
      ""y1"": 1002.50024,
      ""x2"": 1964.49426,
      ""y2"": 1051.19275
    }
  }
]",4.8465095099935525,-74.26762652998347,2618.7422969187674
22,image-0021.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.39965,
    ""box"": {
      ""x1"": 1846.7937,
      ""y1"": 970.2572,
      ""x2"": 1889.14673,
      ""y2"": 1030.37769
    }
  }
]",4.846602600074822,-74.26775798998845,2619.024096385542
23,image-0022.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.93361,
    ""box"": {
      ""x1"": 1623.87317,
      ""y1"": 874.66504,
      ""x2"": 1700.30103,
      ""y2"": 961.5495
    }
  }
]",4.846695549978088,-74.26789097998522,2619.3056
24,image-0023.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.96598,
    ""box"": {
      ""x1"": 62.28642,
      ""y1"": 367.41174,
      ""x2"": 342.44055,
      ""y2"": 636.11664
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.9352,
    ""box"": {
      ""x1"": 1.69769,
      ""y1"": 620.90967,
      ""x2"": 289.43475,
      ""y2"": 791.987
    }
  }
]",4.846788089985292,-74.26802479999999,2619.679012345679
25,image-0024.jpg,(no detections),[],4.846881110059917,-74.26815882998902,2620.027303754266
26,image-0025.jpg,Senal_Horizontal,"[
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.90851,
    ""box"": {
      ""x1"": 1596.82324,
      ""y1"": 1138.08289,
      ""x2"": 1762.58789,
      ""y2"": 1194.35522
    }
  }
]",4.846975249964793,-74.2682932199918,2620.369198312236
27,image-0026.jpg,(no detections),[],4.847069799981649,-74.2684284200025,2620.780701754386
28,image-0027.jpg,Senal_Reglamentaria,"[
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.54848,
    ""box"": {
      ""x1"": 1424.84583,
      ""y1"": 943.68585,
      ""x2"": 1481.00684,
      ""y2"": 1014.74835
    }
  }
]",4.8471647999350695,-74.26856368996874,2621.105504587156
29,image-0028.jpg,(no detections),[],4.847259800026486,-74.26869963999346,2621.5034965034965
30,image-0029.jpg,Cono,"[
  {
    ""name"": ""Cono"",
    ""class"": 0,
    ""confidence"": 0.41679,
    ""box"": {
      ""x1"": 1571.64551,
      ""y1"": 1124.00806,
      ""x2"": 1600.12061,
      ""y2"": 1278.89648
    }
  },
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.25093,
    ""box"": {
      ""x1"": 1363.95447,
      ""y1"": 1051.83093,
      ""x2"": 1382.90417,
      ""y2"": 1092.60742
    }
  }
]",4.847354859974541,-74.26883604998642,2621.920704845815
31,image-0029.jpg,Senal_Curva,"[
  {
    ""name"": ""Cono"",
    ""class"": 0,
    ""confidence"": 0.41679,
    ""box"": {
      ""x1"": 1571.64551,
      ""y1"": 1124.00806,
      ""x2"": 1600.12061,
      ""y2"": 1278.89648
    }
  },
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.25093,
    ""box"": {
      ""x1"": 1363.95447,
      ""y1"": 1051.83093,
      ""x2"": 1382.90417,
      ""y2"": 1092.60742
    }
  }
]",4.847354859974541,-74.26883604998642,2621.920704845815
32,image-0030.jpg,Senal_Curva,"[
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.72964,
    ""box"": {
      ""x1"": 818.04584,
      ""y1"": 1044.18359,
      ""x2"": 849.12689,
      ""y2"": 1098.78735
    }
  },
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.6248,
    ""box"": {
      ""x1"": 1387.30334,
      ""y1"": 1031.55212,
      ""x2"": 1418.74548,
      ""y2"": 1088.74866
    }
  },
  {
    ""name"": ""Senal_Obstaculo"",
    ""class"": 8,
    ""confidence"": 0.57786,
    ""box"": {
      ""x1"": 1660.00305,
      ""y1"": 1016.60126,
      ""x2"": 1694.27161,
      ""y2"": 1112.41553
    }
  }
]",4.847450479977075,-74.26897258998567,2622.2704081632655
33,image-0030.jpg,Senal_Obstaculo,"[
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.72964,
    ""box"": {
      ""x1"": 818.04584,
      ""y1"": 1044.18359,
      ""x2"": 849.12689,
      ""y2"": 1098.78735
    }
  },
  {
    ""name"": ""Senal_Curva"",
    ""class"": 3,
    ""confidence"": 0.6248,
    ""box"": {
      ""x1"": 1387.30334,
      ""y1"": 1031.55212,
      ""x2"": 1418.74548,
      ""y2"": 1088.74866
    }
  },
  {
    ""name"": ""Senal_Obstaculo"",
    ""class"": 8,
    ""confidence"": 0.57786,
    ""box"": {
      ""x1"": 1660.00305,
      ""y1"": 1016.60126,
      ""x2"": 1694.27161,
      ""y2"": 1112.41553
    }
  }
]",4.847450479977075,-74.26897258998567,2622.2704081632655
34,image-0031.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.30966,
    ""box"": {
      ""x1"": 2516.48242,
      ""y1"": 994.31598,
      ""x2"": 2554.10913,
      ""y2"": 1056.52051
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.26786,
    ""box"": {
      ""x1"": 2519.59717,
      ""y1"": 993.12177,
      ""x2"": 2555.17383,
      ""y2"": 1053.2345
    }
  }
]",4.847546210003106,-74.26910952996981,2622.632398753894
35,image-0032.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.75571,
    ""box"": {
      ""x1"": 3119.4646,
      ""y1"": 857.5791,
      ""x2"": 3279.58667,
      ""y2"": 1024.54785
    }
  }
]",4.847641389889289,-74.26924674998205,2622.890410958904
36,image-0033.jpg,(no detections),[],4.847737350026082,-74.26938325998704,2623.185303514377
37,image-0034.jpg,(no detections),[],4.847833890002226,-74.26951989997552,2623.48322147651
38,image-0035.jpg,(no detections),[],4.847930709958238,-74.26965691000918,2623.7482993197277
39,image-0036.jpg,(no detections),[],4.848026819923371,-74.26979404996713,2624.131386861314
40,image-0037.jpg,(no detections),[],4.848123109940493,-74.26993148999016,2624.521276595745
41,image-0038.jpg,(no detections),[],4.8482201100304545,-74.27006838997349,2624.961904761905
42,image-0039.jpg,Senal_Blanca,"[
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.51019,
    ""box"": {
      ""x1"": 1576.53259,
      ""y1"": 957.54126,
      ""x2"": 1706.73157,
      ""y2"": 1018.98633
    }
  }
]",4.848316049997234,-74.27020521998509,2625.3796033994336
43,image-0040.jpg,Senal_Blanca,"[
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.83185,
    ""box"": {
      ""x1"": 141.42393,
      ""y1"": 695.19788,
      ""x2"": 610.98297,
      ""y2"": 855.37012
    }
  }
]",4.848410479911832,-74.27034131001687,2625.780104712042
44,image-0041.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.7935,
    ""box"": {
      ""x1"": 2212.59888,
      ""y1"": 983.46918,
      ""x2"": 2257.15723,
      ""y2"": 1031.3252
    }
  },
  {
    ""name"": ""Senal_Informativa"",
    ""class"": 7,
    ""confidence"": 0.54107,
    ""box"": {
      ""x1"": 3027.99512,
      ""y1"": 898.48993,
      ""x2"": 3278.40894,
      ""y2"": 1006.89166
    }
  }
]",4.848504229926731,-74.27047628000251,2626.1283783783783
45,image-0041.jpg,Senal_Informativa,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.7935,
    ""box"": {
      ""x1"": 2212.59888,
      ""y1"": 983.46918,
      ""x2"": 2257.15723,
      ""y2"": 1031.3252
    }
  },
  {
    ""name"": ""Senal_Informativa"",
    ""class"": 7,
    ""confidence"": 0.54107,
    ""box"": {
      ""x1"": 3027.99512,
      ""y1"": 898.48993,
      ""x2"": 3278.40894,
      ""y2"": 1006.89166
    }
  }
]",4.848504229926731,-74.27047628000251,2626.1283783783783
46,image-0042.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.81428,
    ""box"": {
      ""x1"": 2208.33472,
      ""y1"": 965.15588,
      ""x2"": 2272.21729,
      ""y2"": 1013.80847
    }
  }
]",4.848597509939317,-74.2706099799733,2626.458398744113
47,image-0043.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.88376,
    ""box"": {
      ""x1"": 2237.74976,
      ""y1"": 936.61597,
      ""x2"": 2319.5459,
      ""y2"": 984.70935
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.67826,
    ""box"": {
      ""x1"": 2344.70947,
      ""y1"": 994.64703,
      ""x2"": 2371.77832,
      ""y2"": 1044.67346
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.32861,
    ""box"": {
      ""x1"": 2452.28198,
      ""y1"": 1032.01648,
      ""x2"": 2478.69604,
      ""y2"": 1071.37317
    }
  }
]",4.848691469967377,-74.27074385999475,2626.829596412556
48,image-0043.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.88376,
    ""box"": {
      ""x1"": 2237.74976,
      ""y1"": 936.61597,
      ""x2"": 2319.5459,
      ""y2"": 984.70935
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.67826,
    ""box"": {
      ""x1"": 2344.70947,
      ""y1"": 994.64703,
      ""x2"": 2371.77832,
      ""y2"": 1044.67346
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.32861,
    ""box"": {
      ""x1"": 2452.28198,
      ""y1"": 1032.01648,
      ""x2"": 2478.69604,
      ""y2"": 1071.37317
    }
  }
]",4.848691469967377,-74.27074385999475,2626.829596412556
49,image-0044.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.85754,
    ""box"": {
      ""x1"": 2283.99976,
      ""y1"": 888.65375,
      ""x2"": 2339.98608,
      ""y2"": 950.31488
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.73142,
    ""box"": {
      ""x1"": 2355.1416,
      ""y1"": 889.00031,
      ""x2"": 2417.72266,
      ""y2"": 950.32233
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.5771,
    ""box"": {
      ""x1"": 2444.20825,
      ""y1"": 980.67883,
      ""x2"": 2476.2854,
      ""y2"": 1031.08081
    }
  }
]",4.848791330009742,-74.27088476997771,2627.0856031128405
50,image-0044.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.85754,
    ""box"": {
      ""x1"": 2283.99976,
      ""y1"": 888.65375,
      ""x2"": 2339.98608,
      ""y2"": 950.31488
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.73142,
    ""box"": {
      ""x1"": 2355.1416,
      ""y1"": 889.00031,
      ""x2"": 2417.72266,
      ""y2"": 950.32233
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.5771,
    ""box"": {
      ""x1"": 2444.20825,
      ""y1"": 980.67883,
      ""x2"": 2476.2854,
      ""y2"": 1031.08081
    }
  }
]",4.848791330009742,-74.27088476997771,2627.0856031128405
51,image-0045.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.91365,
    ""box"": {
      ""x1"": 2381.03931,
      ""y1"": 767.16248,
      ""x2"": 2600.21436,
      ""y2"": 877.70984
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.73822,
    ""box"": {
      ""x1"": 2675.82739,
      ""y1"": 904.48865,
      ""x2"": 2734.10034,
      ""y2"": 991.05725
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.64159,
    ""box"": {
      ""x1"": 2685.46606,
      ""y1"": 994.13269,
      ""x2"": 2733.18848,
      ""y2"": 1058.43787
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.53285,
    ""box"": {
      ""x1"": 2686.32056,
      ""y1"": 996.04175,
      ""x2"": 2732.9187,
      ""y2"": 1060.85156
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.27986,
    ""box"": {
      ""x1"": 2322.50293,
      ""y1"": 1023.85236,
      ""x2"": 2341.18359,
      ""y2"": 1060.80334
    }
  }
]",4.848875479978058,-74.2710025900026,2627.375886524823
52,image-0045.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.91365,
    ""box"": {
      ""x1"": 2381.03931,
      ""y1"": 767.16248,
      ""x2"": 2600.21436,
      ""y2"": 877.70984
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.73822,
    ""box"": {
      ""x1"": 2675.82739,
      ""y1"": 904.48865,
      ""x2"": 2734.10034,
      ""y2"": 991.05725
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.64159,
    ""box"": {
      ""x1"": 2685.46606,
      ""y1"": 994.13269,
      ""x2"": 2733.18848,
      ""y2"": 1058.43787
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.53285,
    ""box"": {
      ""x1"": 2686.32056,
      ""y1"": 996.04175,
      ""x2"": 2732.9187,
      ""y2"": 1060.85156
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.27986,
    ""box"": {
      ""x1"": 2322.50293,
      ""y1"": 1023.85236,
      ""x2"": 2341.18359,
      ""y2"": 1060.80334
    }
  }
]",4.848875479978058,-74.2710025900026,2627.375886524823
53,image-0045.jpg,Senal_Reglamentaria,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.91365,
    ""box"": {
      ""x1"": 2381.03931,
      ""y1"": 767.16248,
      ""x2"": 2600.21436,
      ""y2"": 877.70984
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.73822,
    ""box"": {
      ""x1"": 2675.82739,
      ""y1"": 904.48865,
      ""x2"": 2734.10034,
      ""y2"": 991.05725
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.64159,
    ""box"": {
      ""x1"": 2685.46606,
      ""y1"": 994.13269,
      ""x2"": 2733.18848,
      ""y2"": 1058.43787
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.53285,
    ""box"": {
      ""x1"": 2686.32056,
      ""y1"": 996.04175,
      ""x2"": 2732.9187,
      ""y2"": 1060.85156
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.27986,
    ""box"": {
      ""x1"": 2322.50293,
      ""y1"": 1023.85236,
      ""x2"": 2341.18359,
      ""y2"": 1060.80334
    }
  }
]",4.848875479978058,-74.2710025900026,2627.375886524823
54,image-0046.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.33912,
    ""box"": {
      ""x1"": 2821.46484,
      ""y1"": 353.74347,
      ""x2"": 3321.20288,
      ""y2"": 588.49426
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.29958,
    ""box"": {
      ""x1"": 2760.14136,
      ""y1"": 332.095,
      ""x2"": 3317.17676,
      ""y2"": 575.80902
    }
  }
]",4.848967930029154,-74.27113176996092,2627.9525
55,image-0047.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.5676,
    ""box"": {
      ""x1"": 2558.74731,
      ""y1"": 984.06628,
      ""x2"": 2603.42798,
      ""y2"": 1044.38599
    }
  }
]",4.849064419870107,-74.27126979997688,2628.335403726708
56,image-0048.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.79167,
    ""box"": {
      ""x1"": 3178.77905,
      ""y1"": 852.29114,
      ""x2"": 3322.51538,
      ""y2"": 1003.81348
    }
  }
]",4.849145319930826,-74.27138493997653,2628.797794117647
57,image-0049.jpg,Senal_Horizontal,"[
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.43361,
    ""box"": {
      ""x1"": 2501.91797,
      ""y1"": 1177.50671,
      ""x2"": 2855.75439,
      ""y2"": 1259.68921
    }
  }
]",4.84923326001955,-74.27151141000095,2629.3203125
58,image-0050.jpg,(no detections),[],4.849326970141948,-74.27164604999088,2629.6993865030677
59,image-0051.jpg,(no detections),[],4.849412589951806,-74.27176741001564,2630.041379310345
60,image-0052.jpg,(no detections),[],4.849497419850681,-74.27188739999282,2630.3601895734596
61,image-0053.jpg,Senal_Blanca,"[
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.75883,
    ""box"": {
      ""x1"": 2323.52026,
      ""y1"": 1032.56018,
      ""x2"": 2371.59644,
      ""y2"": 1064.87915
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.31135,
    ""box"": {
      ""x1"": 2427.14502,
      ""y1"": 1010.62134,
      ""x2"": 2468.74292,
      ""y2"": 1062.5
    }
  }
]",4.849581559998929,-74.27200629999037,2630.639175257732
62,image-0053.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Blanca"",
    ""class"": 2,
    ""confidence"": 0.75883,
    ""box"": {
      ""x1"": 2323.52026,
      ""y1"": 1032.56018,
      ""x2"": 2371.59644,
      ""y2"": 1064.87915
    }
  },
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.31135,
    ""box"": {
      ""x1"": 2427.14502,
      ""y1"": 1010.62134,
      ""x2"": 2468.74292,
      ""y2"": 1062.5
    }
  }
]",4.849581559998929,-74.27200629999037,2630.639175257732
63,image-0054.jpg,Senal_Horizontal,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.33187,
    ""box"": {
      ""x1"": 2614.91235,
      ""y1"": 974.60706,
      ""x2"": 2669.68555,
      ""y2"": 1044.58484
    }
  },
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.25224,
    ""box"": {
      ""x1"": 2740.53247,
      ""y1"": 1220.71411,
      ""x2"": 3028.13965,
      ""y2"": 1295.49878
    }
  }
]",4.849665039929015,-74.27212420994779,2630.9777777777776
64,image-0054.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.33187,
    ""box"": {
      ""x1"": 2614.91235,
      ""y1"": 974.60706,
      ""x2"": 2669.68555,
      ""y2"": 1044.58484
    }
  },
  {
    ""name"": ""Senal_Horizontal"",
    ""class"": 6,
    ""confidence"": 0.25224,
    ""box"": {
      ""x1"": 2740.53247,
      ""y1"": 1220.71411,
      ""x2"": 3028.13965,
      ""y2"": 1295.49878
    }
  }
]",4.849665039929015,-74.27212420994779,2630.9777777777776
65,image-0055.jpg,Senal_Preventiva,"[
  {
    ""name"": ""Senal_Preventiva"",
    ""class"": 11,
    ""confidence"": 0.25617,
    ""box"": {
      ""x1"": 3324.69385,
      ""y1"": 835.2254,
      ""x2"": 3487.98145,
      ""y2"": 1000.44934
    }
  }
]",4.849747400109469,-74.27224122996968,2631.289308176101
66,image-0056.jpg,(no detections),[],4.849829360011352,-74.27235736999626,2631.641221374046
67,image-0057.jpg,(no detections),[],4.849910910087719,-74.27247197999318,2632.062295081967
68,image-0058.jpg,(no detections),[],4.849991970021413,-74.272585739991,2632.387387387387
69,image-0059.jpg,(no detections),[],4.85007267999233,-74.27269910996267,2632.743295019157
70,image-0060.jpg,Senal_Reglamentaria,"[
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.79056,
    ""box"": {
      ""x1"": 3788.3374,
      ""y1"": 835.15594,
      ""x2"": 3838.58228,
      ""y2"": 958.56427
    }
  },
  {
    ""name"": ""Senal_Reglamentaria"",
    ""class"": 12,
    ""confidence"": 0.37147,
    ""box"": {
      ""x1"": 1636.80615,
      ""y1"": 890.89069,
      ""x2"": 1674.12085,
      ""y2"": 950.45746
    }
  }
]",4.85015342999234,-74.2728121999899,2633.203125
71,image-0061.jpg,Senal_Guia,"[
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.63686,
    ""box"": {
      ""x1"": 2091.05347,
      ""y1"": 939.78918,
      ""x2"": 2148.12524,
      ""y2"": 979.45129
    }
  },
  {
    ""name"": ""Senal_Guia"",
    ""class"": 5,
    ""confidence"": 0.35819,
    ""box"": {
      ""x1"": 2230.38062,
      ""y1"": 944.03088,
      ""x2"": 2286.94507,
      ""y2"": 982.11865
    }
  }
]",4.850232990903802,-74.27292419998302,2633.632258064516
